81221197163, Cristiano Ronaldo, 71125736, http://www.facebook.com/Cristiano
222884874489188, Anderson Silva Corinthians, 54425, http://www.facebook.com/AndersonSilvaCorinthians
205633859465857, Chef Ana Martins, 1284, http://www.facebook.com/chefanamartins
106038576094358, Josh Homme, 43659, http://www.facebook.com/pages/Josh-Homme/106038576094358
276080135781227, Joana Limaverde, 2078, http://www.facebook.com/pages/Joana-Limaverde/276080135781227
185068158360, Ivo Josipovic Predsjednik Republike Hrvatske, 7095, http://www.facebook.com/pages/Ivo-Josipovic-Predsjednik-Republike-Hrvatske/185068158360
453520088073074, Leonel Vieira, 8662, http://www.facebook.com/leonel.vieira.54
149558485054812, Pavel Durov, 368, http://www.facebook.com/pages/Pavel-Durov/149558485054812
109420032416864, Frédéric Kanouté, 18963, http://www.facebook.com/pages/Fr%C3%A9d%C3%A9ric-Kanout%C3%A9/109420032416864
132368423463340, Iain Mackay-Dick, 6, http://www.facebook.com/pages/Iain-Mackay-Dick/132368423463340
525955087471321, Fábio Coentão, 9, http://www.facebook.com/pages/F%C3%A1bio-Coent%C3%A3o/525955087471321
151568935030394, Jorge Seguro Sanches, 6430, http://www.facebook.com/jorgeseguro
159561634110120, Steven Lee (Lee Cabrera), 10084, http://www.facebook.com/OfficialStevenLee
144352494529, John Abbott College, 2928, http://www.facebook.com/pages/John-Abbott-College/144352494529
324911530986464, The Michael Byrne Memorial Cup, 1020, http://www.facebook.com/MichaelByrneMemorialCup
286848048009558, Waleed Ibrahim, 16, http://www.facebook.com/pages/Waleed-Ibrahim/286848048009558
108040062549765, Igor Akinfeyev, 6247, http://www.facebook.com/pages/Igor-Akinfeyev/108040062549765
135961046426321, Jerry Lee Lewis, 273005, http://www.facebook.com/jerryleelewis
350019388416297, Luís Roberto Formiga, 8238, http://www.facebook.com/luisroberto.formiga
239611296152416, محمود جبريل | Mahmoud Jibril, 3268, http://www.facebook.com/Dr.Mahmoud.Jibril
552824641467134, Vítor Machado Fotografia, 201, http://www.facebook.com/vitormachadofotografia
566370790100512, Slawomir Peszko, 9850, http://www.facebook.com/SlawomirPeszko
502494519805502, Artur Pereira Júnior, 1066, http://www.facebook.com/arturpjunior
123773578683, Jorge Dantas, 1636, http://www.facebook.com/jorgedantas.vminho
274487092592760, Gary Ablett Jnr, 36482, http://www.facebook.com/GaryAblettjnr09
346930825404319, Adam Lanza, 1434, http://www.facebook.com/pages/Adam-Lanza/346930825404319
209290442535420, Sack Alan Jones, 30999, http://www.facebook.com/SackAlanJones
250816421613609, Luís Faria (Messi), 241, http://www.facebook.com/pages/Lu%C3%ADs-Faria-Messi/250816421613609
154747357917957, Mikis Theodorakis - Μίκης Θεοδωράκης, 2228, http://www.facebook.com/pages/Mikis-Theodorakis-%CE%9C%CE%AF%CE%BA%CE%B7%CF%82-%CE%98%CE%B5%CE%BF%CE%B4%CF%89%CF%81%CE%AC%CE%BA%CE%B7%CF%82/154747357917957
550334361698893, Jan Briers, 864, http://www.facebook.com/jan.briers1
195990773835437, Urs Fischer, 2237, http://www.facebook.com/urs.fischer.studio
148463881893645, Jason Collins, 8457, http://www.facebook.com/pages/Jason-Collins/148463881893645
106174552804447, Sérgio Luís dos Santos Menezes Lancheria, 2, http://www.facebook.com/pages/S%C3%A9rgio-Lu%C3%ADs-dos-Santos-Menezes-Lancheria/106174552804447
494209587311527, Kaoru Yosano, 0, http://www.facebook.com/pages/Kaoru-Yosano/494209587311527
164561413673022, Ryan Stout, 7672, http://www.facebook.com/ryanstout
112199128865245, Celebrate USA! Usama Bin Laden is Dead, 599, http://www.facebook.com/CelebrateUSA
134014823285393, Fundação Júlio Pomar, 3742, http://www.facebook.com/pages/Funda%C3%A7%C3%A3o-J%C3%BAlio-Pomar/134014823285393
112031888813719, Carlos Lopes, 5565, http://www.facebook.com/pages/Carlos-Lopes/112031888813719
113539188659555, Majid Namjoo-Motlagh, 176, http://www.facebook.com/pages/Majid-Namjoo-Motlagh/113539188659555
71158501699, Patxi López, 17912, http://www.facebook.com/PatxiLopez
18582899762, Roman Kreuziger, 9299, http://www.facebook.com/pages/Roman-Kreuziger/18582899762
117157901756714, Kwadwo Asamoah (Juventus), 53309, http://www.facebook.com/pages/Kwadwo-Asamoah-Juventus/117157901756714
81221197163, Cristiano Ronaldo, 71167157, http://www.facebook.com/Cristiano
222884874489188, Anderson Silva Corinthians, 54427, http://www.facebook.com/AndersonSilvaCorinthians
205633859465857, Chef Ana Martins, 1284, http://www.facebook.com/chefanamartins
106038576094358, Josh Homme, 43676, http://www.facebook.com/pages/Josh-Homme/106038576094358
276080135781227, Joana Limaverde, 2078, http://www.facebook.com/pages/Joana-Limaverde/276080135781227
185068158360, Ivo Josipovic Predsjednik Republike Hrvatske, 7095, http://www.facebook.com/pages/Ivo-Josipovic-Predsjednik-Republike-Hrvatske/185068158360
453520088073074, Leonel Vieira, 8662, http://www.facebook.com/leonel.vieira.54
149558485054812, Pavel Durov, 367, http://www.facebook.com/pages/Pavel-Durov/149558485054812
109420032416864, Frédéric Kanouté, 18967, http://www.facebook.com/pages/Fr%C3%A9d%C3%A9ric-Kanout%C3%A9/109420032416864
132368423463340, Iain Mackay-Dick, 6, http://www.facebook.com/pages/Iain-Mackay-Dick/132368423463340
525955087471321, Fábio Coentão, 9, http://www.facebook.com/pages/F%C3%A1bio-Coent%C3%A3o/525955087471321
151568935030394, Jorge Seguro Sanches, 6430, http://www.facebook.com/jorgeseguro
159561634110120, Steven Lee (Lee Cabrera), 10086, http://www.facebook.com/OfficialStevenLee
144352494529, John Abbott College, 2931, http://www.facebook.com/pages/John-Abbott-College/144352494529
324911530986464, The Michael Byrne Memorial Cup, 1020, http://www.facebook.com/MichaelByrneMemorialCup
286848048009558, Waleed Ibrahim, 16, http://www.facebook.com/pages/Waleed-Ibrahim/286848048009558
108040062549765, Igor Akinfeyev, 6247, http://www.facebook.com/pages/Igor-Akinfeyev/108040062549765
135961046426321, Jerry Lee Lewis, 273366, http://www.facebook.com/jerryleelewis
350019388416297, Luís Roberto Formiga, 8239, http://www.facebook.com/luisroberto.formiga
239611296152416, محمود جبريل | Mahmoud Jibril, 3268, http://www.facebook.com/Dr.Mahmoud.Jibril
552824641467134, Vítor Machado Fotografia, 201, http://www.facebook.com/vitormachadofotografia
566370790100512, Slawomir Peszko, 9858, http://www.facebook.com/SlawomirPeszko
502494519805502, Artur Pereira Júnior, 1066, http://www.facebook.com/arturpjunior
123773578683, Jorge Dantas, 1637, http://www.facebook.com/jorgedantas.vminho
274487092592760, Gary Ablett Jnr, 36482, http://www.facebook.com/GaryAblettjnr09
346930825404319, Adam Lanza, 1435, http://www.facebook.com/pages/Adam-Lanza/346930825404319
209290442535420, Sack Alan Jones, 31014, http://www.facebook.com/SackAlanJones
250816421613609, Luís Faria (Messi), 241, http://www.facebook.com/pages/Lu%C3%ADs-Faria-Messi/250816421613609
154747357917957, Mikis Theodorakis - Μίκης Θεοδωράκης, 2227, http://www.facebook.com/pages/Mikis-Theodorakis-%CE%9C%CE%AF%CE%BA%CE%B7%CF%82-%CE%98%CE%B5%CE%BF%CE%B4%CF%89%CF%81%CE%AC%CE%BA%CE%B7%CF%82/154747357917957
550334361698893, Jan Briers, 864, http://www.facebook.com/jan.briers1
195990773835437, Urs Fischer, 2238, http://www.facebook.com/urs.fischer.studio
148463881893645, Jason Collins, 8455, http://www.facebook.com/pages/Jason-Collins/148463881893645
106174552804447, Sérgio Luís dos Santos Menezes Lancheria, 2, http://www.facebook.com/pages/S%C3%A9rgio-Lu%C3%ADs-dos-Santos-Menezes-Lancheria/106174552804447
494209587311527, Kaoru Yosano, 0, http://www.facebook.com/pages/Kaoru-Yosano/494209587311527
164561413673022, Ryan Stout, 7672, http://www.facebook.com/ryanstout
112199128865245, Celebrate USA! Usama Bin Laden is Dead, 599, http://www.facebook.com/CelebrateUSA
