2013-09-20T00:06:56.854Z,862,
2013-09-20T01:06:56.854Z,696,
2013-09-20T02:06:56.854Z,776,
2013-09-20T03:06:56.854Z,1274,
2013-09-20T04:06:56.854Z,1129,
2013-09-20T05:06:56.854Z,1335,
2013-09-20T06:06:56.854Z,2768,
2013-09-20T07:06:56.854Z,3067,
2013-09-20T08:06:56.854Z,4160,
2013-09-20T09:06:56.854Z,5069,
2013-09-20T10:06:56.854Z,5949,
2013-09-20T11:06:56.854Z,6472,
2013-09-20T12:06:56.854Z,6759,
2013-09-20T13:06:56.854Z,9216,
2013-09-20T14:06:56.854Z,10207,
2013-09-20T15:06:56.854Z,8873,
2013-09-20T16:06:56.854Z,9249,
2013-09-20T17:06:56.854Z,10579,
2013-09-20T18:06:56.854Z,11506,
2013-09-20T19:06:56.854Z,12670,
2013-09-20T20:06:56.854Z,14546,
2013-09-20T21:06:56.854Z,14466,
2013-09-20T22:06:56.854Z,13204,
2013-09-20T23:06:56.854Z,10231,
2013-09-21T00:06:56.854Z,6828,
2013-09-21T01:06:56.854Z,3998,
2013-09-21T02:06:56.854Z,2074,
2013-09-21T03:06:56.854Z,1472,
2013-09-21T04:06:56.854Z,983,
2013-09-21T05:06:56.854Z,939,
2013-09-21T06:06:56.854Z,1185,
2013-09-21T07:06:56.854Z,2298,
2013-09-21T08:06:56.854Z,3563,
2013-09-21T09:06:56.854Z,4952,
2013-09-21T10:06:56.854Z,7908,
2013-09-21T11:06:56.854Z,9196,
2013-09-21T12:06:56.854Z,9169,
2013-09-21T13:06:56.854Z,9669,
2013-09-21T14:06:56.854Z,9587,
2013-09-21T15:06:56.854Z,9140,
2013-09-21T16:06:56.854Z,8871,
2013-09-21T17:06:56.854Z,9495,
2013-09-21T18:06:56.854Z,10383,
2013-09-21T19:06:56.854Z,10526,
2013-09-21T20:06:56.854Z,11283,
2013-09-21T21:06:56.854Z,12639,
2013-09-21T22:06:56.854Z,12280,
2013-09-21T23:06:56.854Z,10298,
2013-09-22T00:06:56.854Z,7282,
2013-09-22T01:06:56.854Z,4626,
2013-09-22T02:06:56.854Z,2816,
2013-09-22T03:06:56.854Z,1623,
2013-09-22T04:06:56.854Z,1261,
2013-09-22T05:06:56.854Z,1130,
2013-09-22T06:06:56.854Z,1086,
2013-09-22T07:06:56.854Z,1726,
2013-09-22T08:06:56.854Z,2832,
2013-09-22T09:06:56.854Z,4845,
2013-09-22T10:06:56.854Z,7572,
2013-09-22T11:06:56.854Z,9284,
2013-09-22T12:06:56.854Z,9135,
2013-09-22T13:06:56.854Z,9845,
2013-09-22T14:06:56.854Z,10791,
2013-09-22T15:06:56.854Z,10390,
2013-09-22T16:06:56.854Z,11413,
2013-09-22T17:06:56.854Z,11908,
2013-09-22T18:06:56.854Z,13934,
2013-09-22T19:06:56.854Z,14330,
2013-09-22T20:06:56.854Z,18276,
2013-09-22T21:06:56.854Z,19085,
2013-09-22T22:06:56.854Z,13987,
2013-09-22T23:06:56.854Z,9208,
2013-09-23T00:06:56.854Z,5534,
2013-09-23T01:06:56.854Z,3186,
2013-09-23T02:06:56.854Z,2001,
2013-09-23T03:06:56.854Z,1160,
2013-09-23T04:06:56.854Z,833,
2013-09-23T05:06:56.854Z,1127,
2013-09-23T06:06:56.854Z,2937,
2013-09-23T07:06:56.854Z,3077,
2013-09-23T08:06:56.854Z,3781,
2013-09-23T09:06:56.854Z,4128,
2013-09-23T10:06:56.854Z,4724,
2013-09-23T11:06:56.854Z,5539,
2013-09-23T12:06:56.854Z,5442,
2013-09-23T13:06:56.854Z,10587,
2013-09-23T14:06:56.854Z,7646,
2013-09-23T15:06:56.854Z,7426,
2013-09-23T16:06:56.854Z,8014,
2013-09-23T17:06:56.854Z,9670,
2013-09-23T18:06:56.854Z,12401,
2013-09-23T19:06:56.854Z,13678,
2013-09-23T20:06:56.854Z,16811,
2013-09-23T21:06:56.854Z,17877,
2013-09-23T22:06:56.854Z,12312,
2013-09-23T23:06:56.854Z,6391,
2013-09-24T00:06:56.854Z,2906,
2013-09-24T01:06:56.854Z,1771,
2013-09-24T02:06:56.854Z,1281,
2013-09-24T03:06:56.854Z,974,
2013-09-24T04:06:56.854Z,809,
2013-09-24T05:06:56.854Z,1100,
2013-09-24T06:06:56.854Z,2518,
2013-09-24T07:06:56.854Z,2600,
2013-09-24T08:06:56.854Z,3794,
2013-09-24T09:06:56.854Z,4129,
2013-09-24T10:06:56.854Z,4729,
2013-09-24T11:06:56.854Z,6997,
2013-09-24T12:06:56.854Z,5720,
2013-09-24T13:06:56.854Z,6700,
2013-09-24T14:06:56.854Z,6928,
2013-09-24T15:06:56.854Z,6758,
2013-09-24T16:06:56.854Z,8413,
2013-09-24T17:06:56.854Z,10234,
2013-09-24T18:06:56.854Z,12085,
2013-09-24T19:06:56.854Z,13993,
2013-09-24T20:06:56.854Z,16247,
2013-09-24T21:06:56.854Z,15441,
2013-09-24T22:06:56.854Z,11695,
2013-09-24T23:06:56.854Z,6570,
2013-09-25T00:06:56.854Z,4653,
2013-09-25T01:06:56.854Z,2850,
2013-09-25T02:06:56.854Z,1360,
