2012-01-01,43995
2012-01-02,58343
2012-01-03,57675
2012-01-04,48705
2012-01-05,56012
2012-01-06,57554
2012-01-07,52041
2012-01-08,53676
2012-01-09,60352
2012-01-10,60159
2012-01-11,54097
2012-01-12,54639
2012-01-13,57837
2012-01-14,21506
2012-01-15,5521
2012-01-16,50215
2012-01-17,57942
2012-01-18,61396
2012-01-19,57332
2012-01-20,59477
2012-01-21,50549
2012-01-22,50854
2012-01-23,59469
2012-01-24,60934
2012-01-25,62961
2012-01-26,58027
2012-01-27,59340
2012-01-28,51498
2012-01-29,56250
2012-01-30,59881
2012-01-31,59455
2012-02-01,59172
2012-02-02,57847
2012-02-03,57863
2012-02-04,50457
2012-02-05,53581
2012-02-06,56372
2012-02-07,54899
2012-02-08,52939
2012-02-09,32540
2012-02-10,1087
2012-02-11,984
2012-02-12,1620
2012-02-13,2224
2012-02-14,4343
2012-02-15,24146
2012-02-16,37738
2012-02-17,31721
2012-02-18,21073
2012-02-19,16656
2012-02-20,22717
2012-02-21,19100
2012-02-22,23528
2012-02-23,21612
2012-02-24,18344
2012-02-25,14231
2012-02-26,12600
2012-02-27,16651
2012-02-28,16143
2012-02-29,15429
2012-03-01,16697
2012-03-02,13553
2012-03-03,10631
2012-03-04,8620
2012-03-05,11841
2012-03-06,13263
2012-03-07,14451
2012-03-08,13236
2012-03-09,14586
2012-03-10,11009
2012-03-11,10578
2012-03-12,12098
2012-03-13,11326
2012-03-14,12405
2012-03-15,11778
2012-03-16,12028
2012-03-17,8912
2012-03-18,7830
2012-03-19,10920
2012-03-20,9931
2012-03-21,9962
2012-03-22,10125
2012-03-23,9651
2012-03-24,6667
2012-03-25,6301
2012-03-26,9880
2012-03-27,10777
2012-03-28,12226
2012-03-29,11113
2012-03-30,9012
2012-03-31,7415
2012-04-01,6069
2012-04-02,6936
2012-04-03,6787
2012-04-04,7565
2012-04-05,7931
2012-04-06,6901
2012-04-07,4697
2012-04-08,4316
2012-04-09,6262
2012-04-10,6688
2012-04-11,6688
2012-04-12,6597
2012-04-13,7735
2012-04-14,5135
2012-04-15,5066
2012-04-16,8673
2012-04-17,8175
2012-04-18,8738
2012-04-19,11040
2012-04-20,9762
2012-04-21,7702
2012-04-22,8309
2012-04-23,12265
2012-04-24,11086
2012-04-25,9375
2012-04-26,10153
2012-04-27,8968
2012-04-28,7100
2012-04-29,6389
2012-04-30,8869
2012-05-01,9671
2012-05-02,10474
2012-05-03,11070
2012-05-04,12568
2012-05-05,9546
2012-05-06,9793
2012-05-07,12783
2012-05-08,13948
2012-05-09,15714
2012-05-10,16385
2012-05-11,17100
2012-05-12,14018
2012-05-13,9933
2012-05-14,10222
2012-05-15,8515
2012-05-16,382
2012-05-17,436
2012-05-18,439
2012-05-19,418
2012-05-20,541
2012-05-21,549
2012-05-22,684
2012-05-23,747
2012-05-24,754
2012-05-25,905
2012-05-26,943
2012-05-27,1163
2012-05-28,1561
2012-05-29,2064
2012-05-30,3575
2012-05-31,86255
2012-06-01,207358
2012-06-02,212999
2012-06-03,228300
2012-06-04,207214
2012-06-05,194939
2012-06-06,65363
2012-06-07,1877
2012-06-08,3956
2012-06-09,10880
2012-06-10,22053
2012-06-11,39896
2012-06-12,57408
2012-06-13,72639
2012-06-14,73983
2012-06-15,73529
2012-06-16,63044
2012-06-17,77682
2012-06-18,76011
2012-06-19,84567
2012-06-20,85080
2012-06-21,84976
2012-06-22,83124
2012-06-23,65055
2012-06-24,69616
2012-06-25,77824
2012-06-26,79392
2012-06-27,95663
2012-06-28,70530
2012-06-29,59129
2012-06-30,45183
2012-07-01,52902
2012-07-02,60986
2012-07-03,61014
2012-07-04,62244
2012-07-05,62222
2012-07-06,59689
2012-07-07,45851
2012-07-08,49113
2012-07-09,59075
2012-07-10,57677
2012-07-11,61120
2012-07-12,59483
2012-07-13,58475
2012-07-14,44211
2012-07-15,45406
2012-07-16,57518
2012-07-17,56019
2012-07-18,59816
2012-07-19,58953
2012-07-20,57718
2012-07-21,44312
2012-07-22,46886
2012-07-23,56101
2012-07-24,55382
2012-07-25,56504
2012-07-26,53498
2012-07-27,61796
2012-07-28,43963
2012-07-29,45439
2012-07-30,56584
2012-07-31,54424
2012-08-01,55548
2012-08-02,54966
2012-08-03,54674
2012-08-04,43155
2012-08-05,43839
2012-08-06,52739
2012-08-07,53972
2012-08-08,55751
2012-08-09,56465
2012-08-10,58217
2012-08-11,47626
2012-08-12,52741
2012-08-13,55885
2012-08-14,59047
2012-08-15,55286
2012-08-16,60697
2012-08-17,60226
2012-08-18,52071
2012-08-19,54152
2012-08-20,62468
2012-08-21,65261
2012-08-22,65646
2012-08-23,68212
2012-08-24,67560
2012-08-25,54195
2012-08-26,55823
2012-08-27,69752
2012-08-28,148769
2012-08-29,205039
2012-08-30,99369
2012-08-31,99468
2012-09-01,74838
2012-09-02,79246
2012-09-03,95618
2012-09-04,94287
2012-09-05,93883
2012-09-06,97267
2012-09-07,100129
2012-09-08,80258
2012-09-09,82190
2012-09-10,95921
2012-09-11,101678
2012-09-12,99215
2012-09-13,99157
2012-09-14,90260
2012-09-15,81951
2012-09-16,93375
2012-09-17,85229
2012-09-18,80497
2012-09-19,66570
2012-09-20,3368
2012-09-21,3378
2012-09-22,3660
2012-09-23,4281
2012-09-24,4072
2012-09-25,3605
2012-09-26,4095
2012-09-27,3947
2012-09-28,3509
2012-09-29,4088
2012-09-30,5289
2012-10-01,4904
2012-10-02,6813
2012-10-03,42429
2012-10-04,67621
2012-10-05,65974
2012-10-06,64623
2012-10-07,70967
2012-10-08,69155
2012-10-09,69688
2012-10-10,65788
2012-10-11,60820
2012-10-12,202082
2012-10-13,225486
2012-10-14,167209
2012-10-15,129345
2012-10-16,199126
2012-10-17,198780
2012-10-18,133369
2012-10-19,2547
2012-10-20,2414
2012-10-21,10893
2012-10-22,65492
2012-10-23,69556
2012-10-24,70270
2012-10-25,67375
2012-10-26,60705
2012-10-27,58679
2012-10-28,35726
2012-10-29,62566
2012-10-30,206756
2012-10-31,169425
2012-11-01,60000
2012-11-02,63744
2012-11-03,63631
2012-11-04,67771
2012-11-05,66195
2012-11-06,59782
2012-11-07,92492
2012-11-08,112834
2012-11-09,72958
2012-11-10,162420
2012-11-11,223908
2012-11-12,203589
2012-11-13,213795
2012-11-14,237852
2012-11-15,187094
2012-11-16,160562
2012-11-17,205736
2012-11-18,214781
2012-11-19,62350
2012-11-20,90233
2012-11-21,230155
2012-11-22,199438
2012-11-23,118179
2012-11-24,42754
2012-11-25,58317
