2013-09-24T03:02:03.662Z,1039
2013-09-24T04:02:03.662Z,801
2013-09-24T05:02:03.662Z,1030
2013-09-24T06:02:03.662Z,2457
2013-09-24T07:02:03.662Z,2556
2013-09-24T08:02:03.662Z,3724
2013-09-24T09:02:03.662Z,4006
2013-09-24T10:02:03.662Z,4764
2013-09-24T11:02:03.662Z,6967
2013-09-24T12:02:03.662Z,5664
2013-09-24T13:02:03.662Z,6634
2013-09-24T14:02:03.662Z,6904
2013-09-24T15:02:03.662Z,6705
2013-09-24T16:02:03.662Z,8339
2013-09-24T17:02:03.662Z,10026
2013-09-24T18:02:03.662Z,11983
2013-09-24T19:02:03.662Z,13742
2013-09-24T20:02:03.662Z,16228
2013-09-24T21:02:03.662Z,15691
2013-09-24T22:02:03.662Z,11919
2013-09-24T23:02:03.662Z,6963
2013-09-25T00:02:03.662Z,4767
2013-09-25T01:02:03.662Z,2846
2013-09-25T02:02:03.662Z,0
